City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
344,Atar,MR,20.5169,-13.0499,81.34,12,14,5.82,few clouds
345,Pangody,RU,65.85,74.4859,-2.76,98,57,10.27,broken clouds
346,Maniitsoq,GL,65.4167,-52.9,7.02,75,100,9.98,overcast clouds
347,Nelson Bay,AU,-32.7167,152.15,72.0,90,56,8.01,broken clouds
348,Kariba,ZW,-16.5167,28.8,76.62,82,92,2.91,moderate rain
349,Caririacu,BR,-7.0422,-39.2836,84.29,55,75,9.22,broken clouds
350,Freeport,US,40.6576,-73.5832,38.41,82,100,8.05,overcast clouds
351,Samarai,PG,-10.6167,150.6667,80.8,82,63,6.38,broken clouds
352,Betong,TH,5.7743,101.0723,69.82,96,100,2.77,overcast clouds
353,Sorland,NO,67.667,12.6934,35.46,55,100,15.88,overcast clouds
354,Jaque,PA,7.5175,-78.1703,84.56,56,19,3.13,few clouds
355,Ust-Tsilma,RU,65.441,52.1498,25.81,87,100,11.05,overcast clouds
356,Nioro,GM,13.35,-15.75,96.67,7,7,7.49,clear sky
357,Bandarbeyla,SO,9.4942,50.8122,75.87,71,13,17.63,few clouds
358,Terrace,CA,54.5163,-128.6035,30.11,93,100,2.3,light snow
359,Ternate,ID,0.8,127.4,79.61,84,90,7.99,overcast clouds
360,Nautanwa,IN,27.4333,83.4167,64.0,61,0,11.32,clear sky
361,Codrington,AU,-38.2667,141.9667,55.92,77,36,6.55,scattered clouds
362,Baheri,IN,28.7833,79.5,58.77,72,0,10.45,clear sky
363,Kinshasa,CD,-4.3246,15.3215,89.98,55,20,3.44,few clouds
364,That Phanom,TH,16.9364,104.7104,65.34,39,6,2.75,clear sky
365,Basoko,CD,1.2391,23.616,87.37,45,58,0.76,broken clouds
366,Takoradi,GH,4.8845,-1.7554,83.82,67,85,10.36,overcast clouds
367,Bahia Blanca,AR,-38.7196,-62.2724,73.71,70,93,15.93,overcast clouds
368,Makakilo City,US,21.3469,-158.0858,69.98,84,0,3.44,clear sky
369,Crossville,US,35.949,-85.0269,38.1,97,100,5.75,mist
370,Suclayin,PH,15.7568,121.5503,71.22,84,98,5.01,overcast clouds
371,Hervey Bay,AU,-25.2986,152.8535,78.89,84,81,20.22,broken clouds
372,Namibe,AO,-15.1961,12.1522,73.18,77,100,3.85,overcast clouds
373,Kalevala,RU,65.2,31.1667,19.87,93,99,8.81,overcast clouds
374,Villarrica,PY,-25.75,-56.4333,90.66,43,28,6.89,scattered clouds
375,Santa Ines,BR,-3.6667,-45.38,86.95,68,80,1.12,broken clouds
376,Mumbwa,ZM,-14.9783,27.0619,70.95,91,88,2.89,light rain
377,Moctezuma,MX,29.8,-109.6667,52.47,50,0,1.99,clear sky
378,Kamiiso,JP,41.8167,140.65,22.8,92,97,2.01,overcast clouds
379,Gunzenhausen,DE,49.1,10.75,38.05,83,100,16.31,overcast clouds
380,Egvekinot,RU,66.3167,-179.1667,12.83,95,99,5.66,overcast clouds
381,Madison,US,34.7334,-86.5667,42.71,95,100,11.01,overcast clouds
382,Boyolangu,ID,-8.1181,111.8935,76.91,87,100,2.53,light rain
383,Ginir,ET,7.1333,40.7,66.06,43,23,7.52,few clouds
384,Kalengwa,ZM,-13.4659,25.0027,66.06,94,85,5.06,light rain
385,Pilar,BR,-9.5972,-35.9567,80.53,52,100,11.03,overcast clouds
386,Kualakapuas,ID,-3.0091,114.3876,75.2,97,100,2.66,overcast clouds
387,Ankazoabo,MG,-22.2833,44.5167,79.3,73,91,6.96,overcast clouds
388,Iberia,US,29.9502,-91.7507,67.96,94,100,12.66,mist
389,Mtwara,TZ,-10.2667,40.1833,85.33,74,20,11.5,few clouds
390,Olafsvik,IS,64.8945,-23.7142,31.14,72,100,29.12,overcast clouds
391,The Pas,CA,53.8251,-101.2541,-20.18,76,0,2.3,clear sky
392,Khasan,RU,42.4308,130.6434,18.79,93,100,4.83,overcast clouds
393,Lalsk,RU,60.7415,47.5862,26.29,90,100,12.46,overcast clouds
394,Moree,AU,-29.4667,149.85,75.11,75,17,3.89,few clouds
395,Nizhniy Kuranakh,RU,58.8353,125.4869,-11.56,96,100,6.58,overcast clouds
396,Belaya Gora,RU,68.5333,146.4167,-5.22,99,100,2.75,light snow
397,Dudinka,RU,69.4058,86.1778,3.16,93,100,15.5,overcast clouds
398,Buchanan,LR,5.8808,-10.0467,86.31,61,75,10.63,broken clouds
399,Bull Savanna,JM,17.8868,-77.5902,80.04,61,15,11.32,few clouds
400,Valparaiso,CL,-33.0393,-71.6273,65.84,88,100,11.5,overcast clouds
401,Marzuq,YE,14.4,46.4667,63.54,53,9,8.16,clear sky
402,Oda,JP,35.1833,132.5,38.61,77,14,12.41,few clouds
403,Along,IN,28.1667,94.7667,57.87,59,6,2.17,clear sky
404,Medea,DZ,36.2642,2.7539,46.2,52,0,4.9,clear sky
405,Hasaki,JP,35.7333,140.8333,25.2,51,64,2.3,broken clouds
406,Pitimbu,BR,-7.4706,-34.8086,86.59,61,95,12.64,overcast clouds
407,Allanridge,ZA,-27.7543,26.6438,79.61,59,100,7.76,overcast clouds
408,Shubarshi,KZ,48.5872,57.1869,11.82,78,5,8.57,clear sky
409,Pafos,CY,34.7667,32.4167,56.98,58,75,20.71,broken clouds
410,Bonavista,CA,48.6499,-53.1147,28.54,77,100,5.32,overcast clouds
411,Bambanglipuro,ID,-7.95,110.2833,77.29,87,100,4.45,moderate rain
412,Tornio,FI,65.8481,24.1466,17.62,93,21,4.97,few clouds
413,Karpogory,RU,64.0019,44.4451,29.07,86,100,14.54,overcast clouds
414,Fare,PF,-16.7,-151.0167,80.42,77,40,14.99,light rain
415,Consuegra,ES,39.4625,-3.608,48.69,34,0,5.61,clear sky
416,Louis Trichardt,ZA,-23.0439,29.9032,80.33,48,30,7.61,scattered clouds
417,Penzance,GB,50.1186,-5.5371,49.77,75,99,16.35,overcast clouds
418,Bhan,PK,26.5583,67.7214,62.8,29,0,4.76,clear sky
419,Kayseri,TR,38.737,35.4968,35.62,87,75,10.36,broken clouds
420,Pandan,PH,14.0453,124.1694,76.87,88,68,14.76,broken clouds
421,Dumai,ID,1.6833,101.45,74.64,89,100,2.37,overcast clouds
422,Kirakira,SB,-10.4544,161.9205,78.13,83,100,2.91,overcast clouds
423,Ballina,AU,-28.8667,153.5667,72.79,99,61,4.99,broken clouds
424,Turkistan,KZ,43.0,68.0,32.43,94,30,9.69,scattered clouds
425,Bulnes,CL,-36.7423,-72.2985,77.76,20,55,8.23,broken clouds
426,Fengcheng,CN,40.4536,124.0717,21.96,78,2,3.74,clear sky
427,Marawi,PH,7.9986,124.2928,67.32,95,25,1.99,scattered clouds
428,Kattivakkam,IN,13.2167,80.3167,82.49,78,100,12.37,overcast clouds
429,Pudozh,RU,61.8099,36.5345,26.91,96,100,12.08,light snow
430,Port Hedland,AU,-20.3167,118.5667,84.25,84,76,6.91,broken clouds
431,Vega De Alatorre,MX,20.0333,-96.6333,77.38,63,0,1.86,clear sky
432,Sol-Iletsk,RU,51.1631,54.9918,1.26,93,14,5.28,few clouds
433,Hamilton,US,39.1834,-84.5333,26.24,78,100,6.91,overcast clouds
434,Poya,NC,-21.35,165.15,74.07,87,40,3.87,scattered clouds
435,Bukama,CD,-9.2,25.85,75.07,90,96,3.0,light rain
436,Ghanzi,BW,-21.5667,21.7833,82.22,45,76,9.89,broken clouds
437,Banjar,ID,-8.19,114.9675,77.72,94,100,0.76,overcast clouds
438,Rogovatoye,RU,51.23,38.3818,23.34,82,11,6.06,few clouds
439,Leeuwarden,NL,53.2014,5.8086,46.99,81,66,23.02,broken clouds
440,Ola,RU,59.5833,151.2833,3.49,82,100,7.4,overcast clouds
441,Krasnoselkup,RU,65.7,82.4667,-7.62,100,83,8.34,broken clouds
442,Innisfail,AU,-17.5333,146.0333,76.73,93,100,1.92,overcast clouds
443,Vao,NC,-22.6667,167.4833,76.42,79,18,8.79,few clouds
444,Carndonagh,IE,55.25,-7.2667,45.25,75,98,23.67,overcast clouds
445,Airai,TL,-8.9266,125.4092,61.29,95,100,1.32,overcast clouds
446,Sobolevo,RU,54.4299,31.8996,28.74,96,86,7.29,overcast clouds
447,Kemin,KG,42.7846,75.6892,25.92,77,94,2.71,overcast clouds
448,Comacchio,IT,44.6975,12.1858,50.09,68,19,3.4,few clouds
449,Asfi,MA,32.2994,-9.2372,62.35,47,98,10.94,overcast clouds
450,Kununurra,AU,-15.7667,128.7333,78.78,94,75,6.91,moderate rain
451,Hirado,JP,33.3597,129.5531,42.39,63,61,15.7,broken clouds
452,Belmonte,BR,-15.8631,-38.8828,83.61,58,27,6.64,scattered clouds
453,Saint-Denis,FR,48.9167,2.3333,48.36,78,100,11.5,overcast clouds
454,Gumdag,TM,39.2061,54.5906,47.21,54,100,21.99,overcast clouds
455,Tolaga Bay,NZ,-38.3667,178.3,65.19,88,100,14.29,overcast clouds
456,Kysyl-Syr,RU,63.8986,122.7617,-36.27,99,98,6.69,overcast clouds
457,Hastings,GB,50.8552,0.5729,50.9,50,57,9.86,broken clouds
458,Bainbridge,US,47.6262,-122.5212,35.89,84,100,5.99,mist
459,Murud,IN,18.3258,72.965,73.96,73,11,5.99,few clouds
460,Zilair,RU,52.2332,57.4392,4.23,94,100,1.86,overcast clouds
461,Griffith,US,41.5284,-87.4237,16.11,55,0,6.91,clear sky
462,Kieta,PG,-6.2167,155.6333,78.82,84,96,3.76,overcast clouds
463,Balabac,PH,7.9868,117.0645,77.41,90,100,17.85,overcast clouds
464,Ust-Koksa,RU,50.2696,85.6108,3.79,78,57,1.14,broken clouds
465,Cuamba,MZ,-14.8031,36.5372,71.65,90,14,2.89,few clouds
466,Opuwo,NA,-18.0607,13.84,78.04,44,100,5.68,overcast clouds
467,Dukat,RU,62.55,155.55,-13.7,95,100,2.8,overcast clouds
468,Alnashi,RU,56.1874,52.4792,26.62,95,99,14.29,light snow
469,Tiznit,MA,29.5833,-9.5,59.86,19,51,26.75,broken clouds
470,Kushiro,JP,42.975,144.3747,16.99,79,12,2.04,few clouds
471,Lithgow,AU,-33.4833,150.15,56.77,97,75,1.43,broken clouds
472,Narasannapeta,IN,18.4167,84.05,74.71,57,98,4.38,overcast clouds
473,Hohhot,CN,40.8106,111.6522,17.89,49,0,8.95,clear sky
474,Ishigaki,JP,24.3448,124.1572,66.33,68,75,6.91,broken clouds
475,Bacolod,PH,10.6667,122.95,76.32,89,65,11.14,broken clouds
476,Akdagmadeni,TR,39.6603,35.8836,30.24,93,72,4.16,light snow
477,Chisec,GT,15.8167,-90.2833,79.03,66,49,3.49,scattered clouds
478,Belyy Yar,RU,53.6039,91.3903,3.09,81,98,0.0,overcast clouds
479,Muros,ES,42.7762,-9.0603,59.68,63,23,4.94,few clouds
480,Bontang,ID,0.1333,117.5,77.02,89,98,3.98,overcast clouds
481,Lao Cai,VN,22.4833,103.95,56.91,74,0,1.1,clear sky
482,Ayagoz,KZ,47.9714,80.4392,13.42,84,100,3.0,overcast clouds
483,Karlshamn,SE,56.1706,14.8619,37.89,90,100,14.2,overcast clouds
484,Papara,BR,-3.9839,-38.7273,84.6,54,100,10.27,overcast clouds
485,Ekhabi,RU,53.5102,142.9671,-16.98,95,35,7.67,scattered clouds
486,Smithers,CA,54.7804,-127.1743,16.12,86,100,3.44,overcast clouds
487,San Juan,AR,-31.5375,-68.5364,97.38,22,34,14.65,scattered clouds
488,Mikkeli,FI,61.6886,27.2723,26.71,86,100,8.05,overcast clouds
489,Kasempa,ZM,-13.4584,25.8338,64.8,97,100,5.57,overcast clouds
490,Carauari,BR,-4.8828,-66.8958,74.07,93,100,2.37,light rain
491,Oussouye,SN,12.485,-16.5469,96.98,16,4,9.22,clear sky
492,Inhambane,MZ,-23.865,35.3833,78.21,68,71,12.33,broken clouds
493,Razdolinsk,RU,58.4211,94.6658,5.7,98,100,1.36,overcast clouds
494,Kapit,MY,2.0167,112.9333,73.63,99,100,1.45,overcast clouds
495,Bedele,ET,8.456,36.353,66.74,31,23,2.19,few clouds
496,Wamba,NG,8.9333,8.6,94.5,18,44,6.42,scattered clouds
497,Rabo De Peixe,PT,37.8,-25.5833,58.51,67,40,16.11,scattered clouds
498,Caravelas,BR,-17.7125,-39.2481,85.1,56,48,9.91,scattered clouds
499,Upata,VE,8.0086,-62.3989,80.19,40,38,2.95,scattered clouds
500,Mozarlandia,BR,-14.7447,-50.5706,86.85,59,50,4.5,scattered clouds
501,Zambezi,ZM,-13.5432,23.1047,64.87,97,100,2.68,light rain
502,Taitung,TW,22.7583,121.1444,62.62,64,42,6.44,scattered clouds
503,Porto Santo,PT,33.072,-16.3415,59.38,58,40,14.97,scattered clouds
504,Maraba,BR,-5.3686,-49.1178,89.78,62,75,3.44,broken clouds
505,Arlit,NE,18.7369,7.3853,75.99,3,100,4.14,overcast clouds
506,Socastee,US,33.6835,-78.9984,63.32,87,100,5.75,overcast clouds
507,San Cristobal,VE,7.7669,-72.225,71.78,44,67,2.8,broken clouds
508,Awbari,LY,26.5921,12.7805,54.45,20,0,8.9,clear sky
509,Kapoeta,SS,4.7717,33.5903,90.55,26,88,8.97,overcast clouds
510,Flin Flon,CA,54.7682,-101.865,-27.56,68,40,4.61,scattered clouds
511,Sidhpura,IN,27.6333,78.8833,56.41,81,0,9.06,clear sky
512,Barcelos,PT,41.5388,-8.6151,55.92,66,9,4.09,clear sky
513,Alice Springs,AU,-23.7,133.8833,72.95,100,75,0.0,broken clouds
514,Berlevag,NO,70.8578,29.0864,33.75,93,100,14.97,light snow
515,Slave Lake,CA,55.2834,-114.769,8.58,85,100,6.91,overcast clouds
516,Nome,US,64.5011,-165.4064,19.17,100,100,3.44,fog
517,Ambon,ID,-3.6954,128.1814,77.14,94,20,3.44,few clouds
518,Mayo,US,38.8876,-76.5119,41.5,89,100,6.91,moderate rain
519,Tiarei,PF,-17.5333,-149.3333,75.22,77,17,15.77,light rain
520,Pitrufquen,CL,-38.9833,-72.65,71.62,53,0,9.22,clear sky
521,Umm Lajj,SA,25.0213,37.2685,68.63,48,6,16.42,clear sky
522,San Patricio,US,28.017,-97.5169,40.84,82,100,11.45,overcast clouds
523,Claresholm,CA,50.0333,-113.5852,6.71,66,71,2.3,broken clouds
524,Tagusao,PH,9.1924,117.8141,77.52,87,98,10.47,overcast clouds
525,Chokwe,MZ,-24.5333,32.9833,81.55,61,97,14.43,overcast clouds
526,Fairbanks,US,64.8378,-147.7164,19.36,83,100,5.75,light snow
527,Maragogi,BR,-9.0122,-35.2225,83.86,65,85,11.16,overcast clouds
528,Samarinda,ID,-0.5,117.15,73.76,99,100,1.03,overcast clouds
529,Kendari,ID,-3.945,122.4989,75.47,93,100,0.89,overcast clouds
530,Fuxin,CN,42.0156,121.6589,24.39,49,94,17.63,overcast clouds
531,Jalalpur Jattan,PK,32.6374,74.2183,55.27,67,20,9.22,smoke
532,Alyangula,AU,-13.8483,136.4192,81.72,84,96,10.89,overcast clouds
533,Mocuba,MZ,-16.8392,36.9856,75.81,89,3,5.64,clear sky
534,Purpe,RU,64.4803,76.6897,-3.37,99,31,10.58,scattered clouds
535,Te Anau,NZ,-45.4167,167.7167,59.65,94,100,0.87,overcast clouds
536,Tarbagatay,RU,51.4803,107.3602,-2.67,98,7,3.49,clear sky
537,Christiana,ZA,-27.914,25.1611,78.67,40,80,12.82,broken clouds
538,Depok,ID,-6.4,106.8186,82.63,82,100,4.34,overcast clouds
539,Mbandaka,CD,0.0487,18.2603,82.33,57,90,1.97,overcast clouds
540,Shimoda,JP,34.6667,138.95,39.94,74,12,5.19,few clouds
541,Kalmar,SE,56.6616,16.3616,37.15,93,100,8.05,overcast clouds
542,Launceston,AU,-41.45,147.1667,57.79,82,12,9.22,few clouds
543,Palmares Do Sul,BR,-30.2578,-50.5097,86.77,45,11,9.31,few clouds
544,Koutiala,ML,12.3917,-5.4642,91.6,7,89,8.75,overcast clouds
545,Saint-Leu,RE,-21.15,55.2833,81.46,80,95,11.05,overcast clouds
546,Gambo,CF,4.6482,22.2633,85.08,26,8,1.92,clear sky
547,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,69,81,11.81,broken clouds
548,Takhli,TH,15.2634,100.3438,71.74,32,26,1.54,scattered clouds
549,Depew,US,42.904,-78.6923,23.25,55,40,8.05,scattered clouds
550,Ambilobe,MG,-13.2,49.05,75.92,92,42,1.36,moderate rain
551,Chapais,CA,49.7834,-74.8492,-7.82,83,76,10.18,broken clouds
552,Hualmay,PE,-11.0964,-77.6139,76.77,69,100,8.57,overcast clouds
553,Merauke,ID,-8.4667,140.3333,80.58,83,97,7.18,overcast clouds
554,Champerico,GT,14.3,-91.9167,88.34,52,0,5.26,clear sky
555,Primorsko-Akhtarsk,RU,46.0497,38.1747,36.59,82,100,2.75,overcast clouds
556,Correntina,BR,-13.3433,-44.6367,86.47,43,1,5.23,clear sky
557,La Romana,DO,18.4273,-68.9728,82.76,54,40,11.5,scattered clouds
558,Daru,PG,-9.0763,143.2092,77.85,91,94,5.93,overcast clouds
559,Montclair,US,40.8259,-74.209,38.39,68,100,9.22,overcast clouds
560,Yinchuan,CN,38.4681,106.2731,23.81,29,72,8.48,broken clouds
561,Verkhoyansk,RU,67.5447,133.385,-19.44,99,100,2.84,light snow
562,Zhanaozen,KZ,43.3,52.8,32.36,59,93,10.94,overcast clouds
563,Havre-Saint-Pierre,CA,50.2334,-63.5986,5.0,47,40,6.91,scattered clouds
564,Pasinler,TR,39.9803,41.6764,27.59,96,100,2.66,snow
565,Ulladulla,AU,-35.35,150.4667,65.43,89,91,6.2,overcast clouds
566,Karlstad,SE,59.3793,13.5036,32.56,69,100,4.61,snow
567,Sunndalsora,NO,62.6754,8.5515,28.74,85,100,6.85,light snow
568,Amapa,BR,1.0,-52.0,86.43,57,65,3.89,broken clouds
569,Inverell,AU,-29.7833,151.1167,68.16,97,5,2.66,clear sky
570,Cap Malheureux,MU,-19.9842,57.6142,78.48,84,100,7.65,light rain
571,Jaru,BR,-10.4389,-62.4664,72.88,97,98,8.01,overcast clouds
572,Sinnamary,GF,5.3833,-52.95,79.32,77,26,6.49,scattered clouds
573,Cervo,ES,43.6702,-7.4101,53.96,71,12,7.09,few clouds
574,Aksu,CN,41.1231,80.2644,13.14,88,15,4.74,few clouds
575,Kotelnikovo,RU,47.6317,43.1461,32.34,88,77,8.34,broken clouds
576,Vidim,RU,56.4088,103.1106,-11.56,100,100,3.58,overcast clouds
577,Tank,PK,32.2217,70.3793,57.45,40,56,3.36,broken clouds
578,Panguna,PG,-6.3164,155.4848,67.89,94,92,1.07,overcast clouds
579,Talnakh,RU,69.4865,88.3972,3.76,95,100,10.45,light snow
580,Blackfalds,CA,52.3834,-113.7853,17.87,86,100,2.82,overcast clouds
581,Sinop,TR,41.7711,34.8709,34.23,97,100,3.31,snow
582,Lokosovo,RU,61.1333,74.8167,4.23,98,68,6.87,broken clouds
583,Lodingen,NO,68.414,15.9951,30.38,89,93,0.74,light snow
584,Kiruna,SE,67.8557,20.2251,20.32,73,0,5.75,clear sky
585,Verkhoshizhemye,RU,58.011,49.1038,26.19,91,100,13.58,overcast clouds
586,Perth,AU,-31.9333,115.8333,70.66,65,0,21.85,clear sky
587,Todos Santos,MX,23.45,-110.2167,65.05,44,100,6.2,overcast clouds
588,Rocha,UY,-34.4833,-54.3333,83.35,54,35,14.41,scattered clouds
589,Sinjai,ID,-5.1241,120.253,76.08,90,99,4.05,overcast clouds
590,Puerto Rondon,CO,6.2805,-71.1,91.87,28,20,11.25,few clouds
591,Del Rio,US,29.3627,-100.8968,37.51,77,100,13.8,overcast clouds
592,Thio,NC,-21.6167,166.2167,69.76,86,33,5.79,scattered clouds
593,Atherton,GB,53.5237,-2.4935,47.75,74,32,8.01,scattered clouds
594,Ust-Omchug,RU,61.15,149.6333,-8.01,99,100,3.02,overcast clouds
595,Clarence Town,AU,-32.5833,151.7833,71.85,97,16,3.58,few clouds
596,Trincomalee,LK,8.5711,81.2335,76.86,92,100,15.73,light rain
597,Tigzirt,DZ,36.8886,4.1198,51.28,71,1,6.17,clear sky
598,Inirida,CO,3.8653,-67.9239,90.63,41,85,2.59,overcast clouds
599,Wau,SS,7.7029,27.9953,89.46,12,21,4.14,few clouds
600,Sahuaripa,MX,29.05,-109.2333,60.66,36,0,1.5,clear sky
601,Richards Bay,ZA,-28.783,32.0377,75.87,86,61,13.13,light rain
602,Borovskoy,KZ,53.8,64.15,6.71,86,42,9.19,scattered clouds
603,Praya,CV,14.9215,-23.5087,77.54,57,20,20.71,few clouds
604,College,US,64.8569,-147.8028,19.35,82,100,5.75,light snow
605,Artigas,UY,-30.4,-56.4667,98.13,14,0,8.01,clear sky
606,Vostok,RU,46.4856,135.8833,-6.7,96,94,3.89,overcast clouds
607,Ovalle,CL,-30.5983,-71.2003,82.92,42,64,8.28,broken clouds
608,San Jose,US,37.3394,-121.895,49.42,46,0,3.44,clear sky
609,Huarmey,PE,-10.0681,-78.1522,75.79,72,99,7.09,overcast clouds
610,Payo,ID,-3.7508,103.6372,72.81,98,99,2.71,overcast clouds
611,Padre Bernardo,BR,-15.35,-48.5,84.24,53,25,4.38,scattered clouds
612,Raudeberg,NO,61.9875,5.1352,36.95,28,100,20.36,snow
613,Brownwood,US,31.7093,-98.9912,24.8,88,75,11.5,snow
614,Badulla,LK,6.9895,81.0557,68.11,94,100,4.14,overcast clouds
615,Tacuarembo,UY,-31.7333,-55.9833,97.74,21,0,7.09,clear sky
616,Verkhnyaya Inta,RU,65.9811,60.3094,17.78,88,100,6.46,overcast clouds
617,Adrar,MR,20.5022,-10.0711,75.56,8,16,6.6,few clouds
618,Ushtobe,KZ,45.2514,77.9838,15.03,88,99,2.24,overcast clouds
619,Graham,US,47.0529,-122.2943,32.13,85,0,6.91,clear sky
620,Darhan,MN,49.4867,105.9228,-9.02,93,6,6.69,clear sky
621,Bolshaya Rechka,RU,51.9503,104.7355,-8.75,98,13,2.39,few clouds
622,Gamba,GA,-2.65,10.0,80.33,77,49,9.84,scattered clouds
623,Bilma,NE,18.6853,12.9164,72.59,14,100,10.94,overcast clouds
624,Chimore,BO,-16.9833,-65.1333,77.86,88,100,1.74,moderate rain
625,Faya,SA,18.3851,42.4509,60.91,63,51,4.18,broken clouds
626,Cururupu,BR,-1.8283,-44.8683,86.13,61,89,6.42,overcast clouds
627,Tecoanapa,MX,16.5167,-98.75,83.61,50,0,5.14,clear sky
628,Desaguadero,PE,-16.5656,-69.0417,55.99,54,99,8.72,overcast clouds
629,Banon,ES,40.8382,-1.1909,47.46,66,0,6.91,clear sky
630,Tokoroa,NZ,-38.2333,175.8667,60.08,98,100,9.17,light rain
631,Pouebo,NC,-20.4,164.5667,75.51,78,29,2.37,scattered clouds
632,Beidao,CN,34.5686,105.8933,37.81,30,54,4.74,broken clouds
633,Eyl,SO,7.9803,49.8164,74.79,69,0,16.78,clear sky
634,Bauchi,NG,10.5,10.0,88.48,11,33,5.21,scattered clouds
635,Topolobampo,MX,25.6,-109.05,60.71,77,100,3.44,overcast clouds
636,Guymon,US,36.6828,-101.4816,12.2,79,100,4.61,overcast clouds
637,Grand-Lahou,CI,5.1367,-5.0242,83.21,71,94,9.22,overcast clouds
638,Alofi,NU,-19.0595,-169.9187,75.09,100,99,8.05,overcast clouds
639,Ilo,PE,-17.6394,-71.3375,77.86,65,0,12.66,clear sky
640,Diamantino,BR,-14.4086,-56.4461,88.39,54,39,4.88,scattered clouds
641,Lalmohan,BD,22.3384,90.7419,71.78,66,82,6.78,broken clouds
642,Aketi,CD,2.7388,23.7833,84.27,36,50,2.62,scattered clouds
643,Nokaneng,BW,-19.6667,22.2667,70.99,84,97,4.92,light rain
644,Kefamenanu,ID,-9.4467,124.4781,72.93,96,100,2.37,overcast clouds
645,Aquidauana,BR,-20.4711,-55.7872,84.76,66,100,7.99,light rain
646,Simpang,ID,-1.2667,104.0833,74.53,96,100,2.15,overcast clouds
647,Dhidhdhoo,MV,6.8833,73.1,80.65,76,83,12.97,broken clouds
648,Lieto,FI,60.5103,22.4618,33.22,84,75,8.05,broken clouds
649,Cristalina,BR,-16.7686,-47.6136,78.04,53,62,6.76,broken clouds
650,Karatsu,JP,33.4425,129.9697,42.91,25,53,1.99,broken clouds
651,Sindor,RU,62.8629,51.8905,24.71,92,100,11.54,overcast clouds
652,Majholi,IN,23.5,79.9167,62.19,59,2,7.49,clear sky
653,Roscommon,IE,53.6333,-8.1833,43.12,74,33,15.64,scattered clouds
654,Palauig,PH,15.435,119.9045,76.32,72,46,4.32,scattered clouds
655,Tateyama,JP,34.9833,139.8667,42.57,71,65,8.68,broken clouds
656,Leningradskiy,RU,69.3833,178.4167,0.05,95,80,4.99,broken clouds
657,Guerrero Negro,MX,27.9769,-114.0611,59.31,60,9,8.39,clear sky
658,Ketchikan,US,55.3422,-131.6461,39.18,93,100,12.66,light rain
659,Tomaszow Lubelski,PL,50.4477,23.4162,30.11,90,81,11.39,broken clouds
660,Sena Madureira,BR,-9.0656,-68.6569,88.0,58,93,1.25,overcast clouds
661,Doha,QA,25.2867,51.5333,67.98,83,8,14.97,clear sky
662,Nehe,CN,48.4833,124.8333,4.95,96,100,7.07,light snow
663,Rocky Mountain House,CA,52.3668,-114.9188,19.51,93,100,3.44,light snow
664,Elmira,US,42.0898,-76.8077,26.37,68,100,5.75,overcast clouds
665,Maarianhamina,AX,60.0973,19.9348,33.66,69,0,5.75,clear sky
666,Kemalpasa,TR,38.4262,27.4173,43.38,66,99,7.43,overcast clouds
667,Nanortalik,GL,60.1432,-45.2371,21.72,79,100,2.37,overcast clouds
668,Terrasini,IT,38.146,13.0844,54.97,70,40,10.36,scattered clouds
669,Mantua,IT,45.1667,10.7833,49.35,83,25,4.88,scattered clouds
670,Hopkinsville,US,36.8656,-87.4886,28.35,98,100,8.79,overcast clouds
671,Orlik,RU,52.5178,99.825,-16.15,94,84,2.39,broken clouds
672,Leshukonskoye,RU,64.8989,45.7622,27.93,93,100,13.0,light snow
673,Marsh Harbour,BS,26.5412,-77.0636,75.92,70,13,6.91,few clouds
674,Tailai,CN,46.3833,123.4,12.15,96,100,5.01,light snow
675,Xuddur,SO,4.1213,43.8894,80.73,27,4,10.69,clear sky
676,Hauterive,FR,46.0901,3.4459,47.16,88,97,3.87,overcast clouds
677,Bucerias,MX,20.75,-105.3333,69.78,73,20,5.75,few clouds
678,Copala,MX,16.65,-98.9833,84.06,47,0,4.92,clear sky
679,Walla Walla,US,46.0646,-118.343,32.5,68,100,4.61,overcast clouds
680,Ayan,RU,56.45,138.1667,-9.02,75,97,11.27,overcast clouds
681,Inuvik,CA,68.3499,-133.7218,-19.34,76,0,3.44,clear sky
682,Yantal,RU,56.8471,105.2542,-9.4,100,97,4.18,overcast clouds
683,Jalu,LY,29.0331,21.5482,59.86,42,88,8.28,overcast clouds
684,Wembley,AU,-31.9333,115.8,70.68,65,0,21.85,clear sky
685,Naryan-Mar,RU,67.6713,53.087,20.7,94,100,17.52,light snow
686,Finschhafen,PG,-6.6024,147.8681,81.05,82,100,6.02,overcast clouds
687,Amvrosiyivka,UA,47.7935,38.4777,33.64,99,100,1.45,overcast clouds
688,Arman,RU,59.7,150.1667,5.97,93,100,6.8,overcast clouds
689,Avera,US,33.194,-82.5271,59.56,83,100,6.2,overcast clouds
690,Susanville,US,40.4163,-120.653,20.12,67,0,3.44,clear sky
691,Fort Nelson,CA,58.8053,-122.7002,4.95,89,100,5.75,light snow
692,Anchorage,US,61.2181,-149.9003,29.97,93,100,3.44,fog
693,Rio Grande,BR,-32.035,-52.0986,89.71,59,5,11.14,clear sky
694,Paamiut,GL,61.994,-49.6678,12.61,69,100,9.78,overcast clouds
695,Datia,IN,25.6667,78.4667,58.35,68,0,6.93,clear sky
